Year,Name,Height,Weight,Age,Team,DefaultPosition,OriginalPosition,PositionNumber,Experience,Potential,KnownPotential,Greed,Happiness,Loyalty,Winner,InsideScoring,JumpShot,ThreePointShot,Scoring,OutsideScoring,Handling,Passing,Quickness,PostDefense,PerimeterDefense,DriveDefense,Stealing,ShotBlocking,OffenseRebound,DefenseRebound,Strength,Stamina,Jumping,RatingInsideScoring,RatingOutsideScoring,RatingHandling,RatingDefense,RatingRebounding,DisplayHeight,CurrentRating,FutureRating,Minutes,Winshares
2009,Luke Maye,79,227,31,Clippers,SF,3,3,9,50,40,90,74,5,52,85,100,76,87,0,89,77,42,61,55,52,35,44,28,66,83,0,24,66,88,78,72,54,6'7'',65,64,2962,10.29
2009,Stephon Templeton,83,265,36,Suns,C,1,1,12,43,55,12,21,2,44,93,89,29,51,0,73,28,66,99,13,49,42,71,50,47,97,0,59,84,59,38,86,56,6'11'',69,66,2711,10.27
2009,Victor Oladipo,76,210,25,Pacers,PG,5,5,4,48,64,65,35,78,56,79,90,92,57,0,75,67,65,11,93,81,59,5,38,49,57,0,43,64,91,72,74,47,6'4'',70,75,3132,10.27
2011,Trendon Watford,82,220,28,Cavaliers,SF,3,3,11,45,42,23,11,34,72,96,96,35,29,0,85,20,58,40,22,20,71,26,49,81,98,0,19,73,66,30,53,71,6'10'',60,60,2582,10.26420608
2008,George Mikan,85,265,34,Mavericks,C,1,1,13,42,41,83,7,55,74,95,97,5,53,0,41,25,53,56,31,39,20,48,72,83,95,0,86,92,51,30,62,79,7'1'',68,65,2724,10.25
2010,Morris Peterson,79,220,29,Pacers,SF,3,3,6,49,44,38,91,19,52,100,97,32,58,0,78,43,42,41,46,51,73,34,60,82,56,0,40,73,64,47,67,68,6'7'',58,58,2893,10.24
2012,Isaac Bonga,81,210,32,Magic,SF,3,3,13,42,51,86,15,69,34,100,97,84,86,0,84,100,37,45,66,53,82,47,63,65,51,0,27,68,90,96,76,61,6'9'',68,68,2592,10.23791389
2012,Kenyon Martin,82,235,30,Globetrotters,PF,2,2,8,45,45,44,6,30,74,100,65,5,14,0,57,30,48,95,33,62,32,52,48,74,78,0,81,90,35,35,79,64,6'10'',64,64,2679,10.21665264
2008,Nick King,79,225,33,Knicks,SF,3,3,11,41,42,75,34,36,75,97,91,38,94,0,85,41,66,20,19,11,11,69,70,73,59,0,54,77,64,50,31,69,6'7'',57,57,2879,10.1808687
2009,Trendon Watford,82,220,26,Cavaliers,SF,3,3,9,48,50,23,11,34,72,98,100,36,29,0,88,28,57,39,29,26,63,18,50,81,98,0,19,74,68,37,52,71,6'10'',61,61,2484,10.12
2012,Donnell Harvey,80,220,28,Bulls,PF,2,2,8,46,44,72,83,67,7,98,92,7,62,0,77,68,51,100,71,37,49,61,93,82,50,0,23,66,50,70,78,79,6'8'',66,66,2792,10.11132827
2012,Quentin Richardson,78,225,28,Magic,SG,4,4,8,42,48,30,62,61,19,71,100,74,71,0,68,22,66,46,88,79,52,21,52,39,52,0,59,64,87,32,85,47,6'6'',65,65,2877,10.10634973
2010,Stephon Templeton,83,265,37,Raptors,C,1,1,13,44,58,12,21,2,44,89,91,28,51,0,72,30,65,98,14,45,39,75,46,52,96,0,58,81,60,40,86,57,6'11'',69,59,2496,9.969085796
2011,Zion Williamson,79,290,29,Heat,PF,2,2,11,44,28,66,84,25,86,97,87,28,66,0,24,32,73,66,23,29,30,78,89,84,76,0,72,85,58,37,72,84,6'7'',69,68,2986,9.964871705
2011,Sam Perkins,81,240,32,Clippers,PF,2,2,9,34,52,87,33,70,2,88,98,60,57,0,74,14,53,45,22,67,36,21,62,98,66,0,81,81,79,24,52,78,6'9'',62,62,3134,9.933440638
2009,DerMarr Johnson,81,205,25,Heat,SG,4,4,5,54,64,85,49,27,80,71,100,100,56,0,70,36,57,13,84,57,83,42,51,34,40,0,66,63,100,43,74,42,6'9'',65,69,2913,9.93
2012,Guy Beahm,80,235,32,Magic,SF,3,3,11,46,48,0,0,0,0,79,98,69,5,0,92,25,33,49,69,71,58,74,57,87,73,0,16,59,84,30,85,72,6'8'',65,65,2541,9.918282455
2008,Luke Maye,79,227,30,Clippers,SF,3,3,8,49,41,90,74,5,52,83,98,74,87,0,86,78,42,61,57,48,39,44,31,68,84,0,25,66,86,79,72,56,6'7'',65,65,2818,9.906459871
2010,Shareef O'Neal,80,210,28,Hornets,PF,2,2,10,44,51,44,58,23,3,100,71,5,77,0,59,16,32,91,37,79,33,69,60,78,82,0,35,77,38,20,86,70,6'8'',60,60,2359,9.9
2011,Jake Tsakalidis,86,285,28,Lakers,C,1,1,7,52,58,22,55,43,56,98,75,5,37,0,55,26,86,77,62,47,24,59,81,73,55,0,53,76,40,39,72,74,7'2'',66,66,2694,9.887668751
2009,Rui Hachimura,80,245,30,Spurs,SF,3,3,10,46,36,45,12,50,92,93,84,74,56,0,78,35,47,42,64,42,57,53,5,100,80,0,39,74,79,40,73,61,6'8'',64,63,2736,9.88
2011,DerMarr Johnson,81,205,27,Warriors,SG,4,4,7,47,56,85,49,27,80,75,100,99,56,0,70,40,62,9,85,59,88,53,49,30,41,0,71,67,100,47,77,40,6'9'',68,68,3176,9.848458914
2012,RJ Cole,74,185,31,Pelicans,PG,5,5,12,40,50,41,76,89,34,88,99,82,86,0,82,68,37,20,34,93,36,15,40,43,50,0,86,80,90,68,39,43,6'2'',65,65,2655,9.848027143
2010,Marcus Taylor,75,195,24,Mavericks,PG,5,5,4,43,44,32,76,80,43,79,91,43,83,0,97,65,49,21,95,6,69,31,11,41,87,0,51,72,67,70,61,38,6'3'',64,67,2831,9.84
2011,Shamorie Ponds,73,175,32,Globetrotters,PG,5,5,12,39,26,64,73,90,41,63,80,70,17,0,100,81,74,25,69,23,93,28,41,42,57,0,82,67,75,91,75,45,6'1'',69,68,2868,9.837110664
2011,Collin Sexton,75,220,30,Grizzlies,SG,4,4,11,45,42,23,43,59,6,100,96,54,65,0,86,36,66,25,79,61,85,27,42,41,56,0,58,79,75,46,82,45,6'3'',67,67,2913,9.837039915
2012,Sarunas Jasikevicius,76,202,32,Hornets,PG,5,5,9,37,28,6,77,29,41,59,83,80,96,0,93,59,66,17,73,50,71,9,19,14,48,0,35,50,82,67,70,23,6'4'',63,62,2646,9.820336358
2009,Troy Brown,79,220,29,Bucks,SG,4,4,10,52,40,70,58,85,92,95,100,46,71,0,85,93,49,46,92,70,63,31,27,35,54,0,41,71,73,93,81,36,6'7'',67,66,2819,9.77
2009,Larry Hughes,78,185,25,SuperSonics,SG,4,4,6,46,57,3,15,89,53,81,80,54,16,0,99,80,76,28,77,59,64,53,50,37,72,0,14,59,67,89,81,49,6'6'',66,69,3240,9.76
2010,Anfernee Simons,76,177,29,Bulls,PG,5,5,10,41,36,94,7,15,3,77,85,75,36,0,82,81,37,27,69,67,61,5,49,50,76,0,54,70,80,79,62,53,6'4'',67,66,3210,9.75
2009,Isaac Bonga,81,210,29,Trailblazers,SF,3,3,10,48,32,86,15,69,34,100,98,78,86,0,74,93,42,40,70,50,83,45,62,63,57,0,29,70,88,89,76,61,6'9'',67,66,3182,9.61
2010,De'Anthony Melton,76,190,29,Lakers,PG,5,5,7,48,48,17,44,10,69,70,91,46,60,0,83,86,86,34,100,81,100,21,29,50,53,0,67,66,68,94,100,45,6'4'',77,77,3155,9.58
2011,Sarunas Jasikevicius,76,202,31,Hornets,PG,5,5,8,43,50,6,77,29,41,61,83,79,96,0,96,62,67,17,76,48,72,14,19,18,48,0,37,51,81,71,72,25,6'4'',64,64,2539,9.55005115
2009,Mark Price,72,180,30,SuperSonics,PG,5,5,8,42,40,18,55,37,8,46,97,72,5,0,100,52,91,9,76,69,75,25,14,5,61,0,30,44,84,67,86,21,6'0'',69,68,3069,9.55
2009,Zion Williamson,79,290,27,Heat,PF,2,2,9,45,41,66,84,25,86,98,83,30,66,0,23,38,68,69,31,26,35,82,83,84,74,0,79,87,56,40,77,81,6'7'',69,69,2961,9.55
2009,Vince Carter,78,220,27,Hornets,SG,4,4,6,47,46,11,44,14,87,79,88,72,86,0,66,27,81,34,41,39,82,11,42,32,74,0,95,83,80,39,66,44,6'6'',67,67,3075,9.51
2008,Donnell Harvey,80,220,24,Bucks,PF,2,2,4,57,65,72,83,67,7,97,90,7,62,0,80,51,50,95,63,46,51,56,90,88,57,0,22,67,48,55,80,82,6'8'',65,69,2292,9.5
2011,Anfernee Simons,76,177,30,Bulls,PG,5,5,11,43,41,94,7,15,3,77,87,78,36,0,77,85,35,22,66,65,60,6,45,50,72,0,53,69,82,82,57,51,6'4'',67,67,3028,9.476926198
2010,Max Zaslofsky,75,180,33,Bullets,PG,5,5,13,33,22,62,87,37,70,72,96,73,5,0,96,86,68,13,30,53,85,36,11,14,68,0,39,61,84,93,61,24,6'3'',67,66,2695,9.47
2012,Anfernee Simons,76,177,31,Bulls,PG,5,5,12,35,50,94,7,15,3,70,83,75,36,0,76,82,33,20,61,61,59,5,45,50,83,0,50,67,79,78,52,52,6'4'',64,64,2669,9.368389314
2008,Skylar Diggins,69,145,24,Lakers,PG,5,5,2,59,73,65,0,16,68,73,99,59,5,0,82,91,50,18,80,58,100,5,19,39,56,0,34,58,79,91,74,35,5'9'',69,73,3136,9.347018795
2012,LiAngelo Ball,78,230,33,Mavericks,SG,4,4,12,38,40,12,31,35,9,84,91,67,33,0,89,38,81,15,58,11,93,8,53,48,48,0,23,59,79,52,55,51,6'6'',64,63,2104,9.294883565
2012,Michael Jordan,78,195,31,Pistons,SG,4,4,10,45,44,81,12,98,39,89,94,64,97,0,67,13,99,27,55,81,87,10,8,25,62,0,81,81,79,31,80,28,6'6'',68,68,3005,9.294377105
2010,Livio Jean-Charles,81,230,24,Lakers,PF,2,2,6,49,57,87,54,21,46,100,79,5,75,0,71,5,69,51,36,42,54,27,76,66,82,0,72,88,42,18,57,72,6'9'',63,66,2370,9.28
2008,DeAndre Ayton,85,275,28,Clippers,C,1,1,8,53,46,43,30,45,43,89,79,40,45,0,51,29,78,91,24,47,54,73,76,99,87,0,52,78,60,39,89,88,7'1'',73,73,2831,9.27
2011,De'Anthony Melton,76,190,30,Lakers,PG,5,5,8,47,54,17,44,10,69,72,92,41,60,0,79,88,88,38,99,80,99,25,28,50,53,0,68,67,66,95,100,45,6'4'',77,77,3042,9.268177346
2012,Peyton Gragg,79,220,34,Bullets,PF,2,2,14,36,35,59,36,22,85,93,100,60,82,0,65,41,43,45,49,45,33,58,28,96,63,0,47,73,80,43,61,65,6'7'',55,51,2338,9.259910099
2011,Donnell Harvey,80,220,27,Bulls,PF,2,2,7,51,62,72,83,67,7,100,92,7,62,0,72,63,49,100,67,40,45,59,93,85,52,0,23,67,50,65,77,81,6'8'',65,66,2749,9.251844962
2008,Caron Butler,79,235,24,Trailblazers,SF,3,3,2,54,50,3,93,42,31,98,87,47,89,0,63,22,83,58,91,58,98,39,12,96,64,0,50,77,67,35,95,61,6'7'',69,72,3145,9.247471548
2009,Rick Fox,80,240,22,Hawks,SF,3,3,1,73,71,37,26,20,73,84,94,55,74,0,80,28,45,67,50,41,100,40,41,34,66,0,71,76,74,34,80,42,6'8'',61,65,2714,9.24
2009,Marcus Taylor,75,195,23,Mavericks,PG,5,5,3,46,39,32,76,80,43,78,89,38,83,0,100,63,50,20,100,9,68,27,11,42,83,0,49,70,64,69,61,38,6'3'',64,66,2853,9.23
2012,Mark Price,72,180,33,Bullets,PG,5,5,11,32,53,18,55,37,8,59,100,73,5,0,94,45,84,5,68,64,69,22,9,7,58,0,27,49,86,59,76,19,6'0'',66,66,2976,9.169677544
2008,Al Harrington,83,245,23,Mavericks,PF,2,2,5,56,68,72,46,41,79,96,92,31,42,0,66,27,53,64,37,71,65,38,67,56,63,0,52,76,62,34,73,61,6'11'',64,68,2435,9.141767251
2012,Kevin Knox,82,225,31,Trailblazers,SF,3,3,12,43,39,86,30,89,83,87,88,71,72,0,77,11,48,45,14,46,37,38,67,43,78,0,57,76,80,20,50,57,6'10'',57,56,2850,9.130848698
2011,Brain Winter,71,190,36,Rockets,PG,5,5,14,33,37,19,61,8,67,67,100,96,30,0,100,71,78,20,61,48,95,5,27,45,30,0,27,48,98,82,71,38,5'11'',73,68,2277,9.120328069
2010,LiAngelo Ball,78,230,31,Clippers,SG,4,4,10,43,43,12,31,35,9,88,91,74,33,0,92,43,84,20,54,11,99,7,60,50,53,0,25,62,82,56,57,56,6'6'',68,68,2909,9.12
2010,Zan Tabak,84,245,23,Nuggets,C,1,1,2,60,51,72,87,54,3,100,73,5,84,0,68,31,54,63,29,40,77,55,56,84,81,0,51,82,39,37,72,72,7'0'',65,68,2629,9.112865768
2012,Shawn Kemp,83,280,20,Pistons,PF,2,2,1,78,82,3,10,16,87,92,67,5,24,0,51,29,49,63,37,51,38,56,74,50,85,0,100,93,36,33,73,64,6'11'',63,69,2680,9.080320292
2011,Stephon Templeton,83,265,38,Raptors,C,1,1,14,44,54,12,21,2,44,90,90,27,51,0,75,29,62,98,14,49,40,75,52,55,90,0,55,80,58,38,87,60,6'11'',68,58,2333,9.052197741
2010,Caron Butler,79,240,26,Trailblazers,SF,3,3,4,50,60,3,93,42,31,100,84,42,89,0,69,18,84,59,96,58,99,32,7,100,67,0,51,79,63,33,94,62,6'7'',69,69,3190,9.03
2010,Luke Maye,79,227,32,Clippers,SF,3,3,10,48,42,90,74,5,52,88,100,86,87,0,92,73,42,61,56,55,31,47,29,65,77,0,23,66,93,74,73,53,6'7'',66,66,3140,9.03
2009,Nick King,79,225,34,Knicks,SF,3,3,12,37,37,75,34,36,75,95,95,39,94,0,85,40,66,21,15,10,8,66,67,72,58,0,52,75,67,49,29,68,6'7'',57,53,2649,9.01
2009,Earl Monroe,75,185,23,Hawks,PG,5,5,0,85,98,82,48,100,72,71,90,59,34,0,94,93,74,29,62,62,32,8,41,34,36,0,46,56,74,100,60,39,6'3'',67,74,3140,8.97
2011,Pace Mannion,79,190,28,Lakers,SF,3,3,4,59,58,55,75,74,28,100,90,5,73,0,66,22,69,38,36,66,67,36,51,47,77,0,69,86,48,33,75,54,6'7'',58,58,2507,8.952304178
2011,Isaiah Canaan,73,185,28,Timberwolves,PG,5,5,6,53,52,48,90,30,44,71,88,80,80,0,80,79,59,23,71,19,78,38,5,50,52,0,25,53,84,82,67,35,6'1'',65,65,2485,8.920919603
2009,Dolph Schayes,81,220,34,Globetrotters,PF,2,2,12,43,52,15,1,10,24,91,89,55,60,0,63,70,31,60,44,79,47,65,89,85,88,0,62,82,72,65,79,84,6'9'',66,63,2528,8.92
2011,Andre Turner,71,160,32,Nuggets,PG,5,5,10,33,42,74,49,47,99,77,90,94,22,0,92,75,69,28,77,67,62,12,19,19,44,0,27,55,92,83,79,25,5'11'',70,70,2991,8.89241799
2008,DerMarr Johnson,81,200,24,Heat,SG,4,4,4,60,59,85,49,27,80,72,100,100,56,0,70,40,58,17,85,61,83,38,52,38,40,0,63,63,100,47,76,44,6'9'',66,69,3082,8.866718939
2008,Rui Hachimura,80,245,29,Spurs,SF,3,3,9,47,31,45,12,50,92,95,86,71,56,0,79,33,50,45,60,38,58,57,9,100,82,0,42,77,78,39,74,63,6'8'',65,64,3062,8.847496614
2008,Jay Williams,74,200,23,Bucks,PG,5,5,2,55,72,55,33,66,22,86,80,100,28,0,90,62,62,35,75,50,79,16,33,49,78,0,32,68,90,69,80,48,6'2'',69,73,3085,8.841838998
2008,AJ Guyton,73,180,26,Bucks,PG,5,5,4,58,71,59,87,55,90,87,97,45,86,0,100,76,52,19,89,7,62,5,30,41,60,0,44,69,71,81,53,41,6'1'',66,67,3028,8.839085644
2010,Jake Tsakalidis,86,285,27,Lakers,C,1,1,6,49,67,22,55,43,56,98,73,5,37,0,53,23,82,74,57,42,26,60,84,70,58,0,55,77,39,36,71,74,7'2'',65,66,3033,8.827682469
2011,Firsto Picko,82,245,34,Knicks,C,1,1,14,38,52,92,27,80,90,95,80,32,35,0,68,40,87,27,62,59,81,60,67,55,83,0,61,82,56,52,67,65,6'10'',62,59,2760,8.824452188
2010,Jason Williams,74,195,30,Magic,PG,5,5,7,45,42,24,31,36,39,66,94,38,98,0,100,96,56,11,61,77,92,14,47,33,27,0,27,46,66,100,69,38,6'2'',68,68,3122,8.81
2010,Mitchell Robinson,83,245,29,Hawks,PF,2,2,8,45,46,79,12,64,1,79,77,5,34,0,69,18,59,76,52,36,12,91,78,40,76,0,76,78,41,27,86,60,6'11'',64,64,2259,8.81
2012,Paul Pierce,79,240,30,Hornets,SF,3,3,9,42,46,91,94,84,98,93,75,19,36,0,50,32,65,33,97,62,81,41,52,44,77,0,68,82,47,39,85,53,6'7'',62,62,2568,8.794743353
2008,RJ Cole,74,185,27,Trailblazers,PG,5,5,8,40,54,41,76,89,34,84,100,85,86,0,85,72,39,27,45,97,45,24,50,46,53,0,90,80,92,72,53,48,6'2'',69,69,2847,8.788381928
2009,Jason Williams,74,195,29,Magic,PG,5,5,6,52,37,24,31,36,39,67,96,34,98,0,99,100,60,14,65,74,91,17,42,32,27,0,29,48,65,100,74,36,6'2'',69,68,3129,8.78
2008,Isaac Bonga,81,210,28,Trailblazers,SF,3,3,9,52,31,86,15,69,34,100,95,78,86,0,78,89,44,42,73,46,83,47,60,59,55,0,31,70,86,87,76,58,6'9'',67,66,2973,8.719492677
2008,Andre Turner,71,160,29,Nuggets,PG,5,5,7,46,60,74,49,47,99,83,87,99,22,0,94,76,67,29,87,70,55,14,19,15,35,0,30,58,93,83,80,22,5'11'',71,71,2568,8.67270099
2010,AJ Guyton,73,180,28,Trailblazers,PG,5,5,6,47,66,59,87,55,90,86,94,51,86,0,98,82,54,16,91,13,63,10,31,41,56,0,45,68,72,86,56,40,6'1'',68,69,2676,8.63
2011,Shareef O'Neal,80,210,29,Hornets,PF,2,2,11,44,37,44,58,23,3,96,68,5,77,0,54,17,30,96,37,79,35,73,61,83,78,0,35,74,36,20,87,72,6'8'',60,59,2451,8.591297617
2008,Jake Tsakalidis,86,285,25,Spurs,C,1,1,4,59,66,22,55,43,56,99,76,5,37,0,53,20,78,80,52,40,26,60,86,66,64,0,52,78,40,33,75,73,7'2'',65,69,2484,8.59
2012,Dazon Ingram,77,225,33,Globetrotters,SG,4,4,10,43,30,5,2,38,70,69,100,34,69,0,56,42,73,46,100,41,54,46,57,60,85,0,61,70,67,50,82,63,6'5'',62,61,2719,8.559439992
2011,Victor Oladipo,76,210,27,Pacers,PG,5,5,6,51,54,65,35,78,56,81,89,84,57,0,77,65,67,9,94,85,55,9,35,50,56,0,46,66,86,71,74,46,6'4'',69,69,2544,8.539511259
2012,Shareef O'Neal,80,210,30,Hornets,PF,2,2,12,46,36,44,58,23,3,92,70,5,77,0,53,15,30,94,33,83,33,71,58,86,78,0,35,72,38,19,85,72,6'8'',60,59,2025,8.529816652
2011,LiAngelo Ball,78,230,32,Clippers,SG,4,4,11,44,35,12,31,35,9,83,90,71,33,0,94,41,82,17,57,9,95,11,57,53,51,0,25,59,80,54,56,56,6'6'',65,64,3155,8.516657499
2008,Sam Bowie,85,240,29,Grizzlies,C,1,1,6,45,52,57,9,26,39,93,81,5,58,0,57,41,27,44,11,39,24,36,67,73,92,0,78,88,43,40,44,71,7'1'',57,57,2648,8.47
2008,Larry Hughes,78,185,24,SuperSonics,SG,4,4,5,46,50,3,15,89,53,86,79,51,16,0,96,78,73,24,74,56,65,49,52,40,69,0,14,61,65,87,77,50,6'6'',65,68,2801,8.435863162
2011,Quentin Richardson,78,225,27,Magic,SG,4,4,7,45,50,30,62,61,19,69,100,75,71,0,64,22,68,43,87,80,53,23,54,39,54,0,57,62,88,32,86,48,6'6'',65,65,2890,8.430175628
2011,Kenyon Martin,82,235,29,Globetrotters,PF,2,2,7,51,43,44,6,30,74,100,63,5,14,0,55,29,47,92,34,62,27,52,46,65,84,0,79,91,34,34,79,60,6'10'',63,63,2515,8.418815026
2008,Markell Johnson,73,165,29,Clippers,PG,5,5,8,51,35,16,47,28,17,65,85,85,54,0,86,64,69,21,100,55,44,9,40,47,41,0,80,65,85,72,69,45,6'1'',67,66,2776,8.418141707
2010,Markell Johnson,73,165,31,Clippers,PG,5,5,10,47,47,16,47,28,17,70,88,91,54,0,89,59,63,21,100,58,38,7,39,47,40,0,77,66,90,67,65,44,6'1'',67,67,2895,8.41
2009,Shareef O'Neal,80,210,27,Hornets,PF,2,2,9,46,66,44,58,23,3,99,72,5,77,0,54,20,33,87,35,77,35,67,58,79,81,0,36,77,38,24,85,70,6'8'',60,61,2365,8.41
2011,Mitchell Robinson,83,245,30,Cavaliers,PF,2,2,9,42,57,79,12,64,1,78,81,5,34,0,65,22,60,74,50,33,11,89,78,41,73,0,73,76,43,31,84,60,6'11'',64,64,2778,8.396852543
2008,Zion Williamson,79,290,26,Heat,PF,2,2,8,52,52,66,84,25,86,96,81,31,66,0,25,40,67,67,34,28,30,83,81,79,73,0,81,87,56,41,77,78,6'7'',68,68,2650,8.395402031
2009,Andre Turner,71,160,30,Pistons,PG,5,5,8,46,64,74,49,47,99,80,90,97,22,0,91,79,67,33,84,68,60,16,19,17,35,0,30,56,94,86,83,23,5'11'',71,72,3114,8.38
2009,Markell Johnson,73,165,30,Clippers,PG,5,5,9,46,42,16,47,28,17,68,85,88,54,0,84,61,66,19,100,54,42,5,38,50,41,0,80,66,86,68,65,45,6'1'',66,66,2871,8.36
2009,Alexis Antetokounmpo,84,210,26,Grizzlies,SF,3,3,9,50,58,75,23,90,90,76,83,52,19,0,96,65,48,40,71,71,69,49,63,91,64,0,34,61,68,70,85,75,7'0'',63,63,3148,8.33
2010,DerMarr Johnson,81,205,26,Warriors,SG,4,4,6,48,68,85,49,27,80,70,100,100,56,0,69,35,59,11,83,54,85,48,52,31,41,0,65,63,100,43,74,41,6'9'',65,66,3085,8.33
2011,Caron Butler,79,240,27,Trailblazers,SF,3,3,5,51,56,3,93,42,31,95,87,44,89,0,67,18,80,60,100,56,100,35,5,100,67,0,51,76,66,31,94,61,6'7'',69,69,2822,8.315967217
2008,Marcus Taylor,75,195,22,Mavericks,PG,5,5,2,51,58,32,76,80,43,80,87,35,83,0,100,67,48,20,100,5,71,30,16,37,87,0,49,72,61,72,60,38,6'3'',64,67,2895,8.295968209
2010,Isaiah Canaan,73,185,27,Timberwolves,PG,5,5,5,50,48,48,90,30,44,72,88,83,80,0,77,75,60,26,75,18,78,38,5,50,50,0,25,54,86,79,70,35,6'1'',65,65,2725,8.25
2010,Larry Hughes,78,185,26,SuperSonics,SG,4,4,7,47,50,3,15,89,53,80,78,51,16,0,96,80,77,29,76,63,62,53,52,37,73,0,14,59,64,89,82,50,6'6'',65,65,2858,8.23
2008,Jock Landale,84,260,32,Knicks,C,1,1,11,38,46,57,84,42,80,92,93,5,38,0,40,7,42,60,29,16,87,48,61,84,85,0,47,77,49,13,62,74,7'0'',59,59,2197,8.18
2010,Tony Mitchell,81,240,26,Grizzlies,PF,2,2,5,58,44,93,35,29,97,97,91,5,83,0,44,24,69,100,26,9,17,74,84,100,49,0,21,65,48,33,62,85,6'9'',64,64,2596,8.16
2011,Sekou Doumbouya,81,227,29,Celtics,SF,3,3,11,53,62,23,35,11,62,77,90,56,31,0,63,15,57,78,75,47,59,22,67,48,63,0,94,79,73,24,83,57,6'9'',63,64,3219,8.127781863
2009,George Mikan,85,265,35,Trailblazers,C,1,1,14,40,42,83,7,55,74,94,100,5,53,0,42,21,49,55,33,38,22,48,69,83,93,0,84,91,52,27,62,78,7'1'',66,63,2791,8.12
2009,Sarunas Jasikevicius,76,202,29,Hornets,PG,5,5,6,49,36,6,77,29,41,58,83,75,96,0,92,65,71,18,78,47,74,13,14,15,48,0,41,51,79,73,75,22,6'4'',65,64,2703,8.11
2011,Athansios Cathasach,80,270,31,Hawks,SF,3,3,11,48,44,5,37,10,84,26,83,60,21,0,90,66,56,31,52,36,96,73,67,99,96,0,13,36,72,71,73,85,6'8'',61,61,2372,8.107565468
2009,Cameron Reddish,80,225,28,Mavericks,SF,3,3,9,47,38,16,76,15,88,56,98,72,31,0,99,38,65,24,64,50,57,52,6,79,86,0,76,68,85,49,73,54,6'8'',65,64,2632,8.09
2012,Dave Lattin,78,225,24,Bulls,SF,3,3,3,59,64,47,66,56,51,100,82,26,9,0,78,21,83,29,72,37,67,48,30,50,78,0,43,79,54,35,74,49,6'6'',60,64,2289,8.065711066
2011,Rick Fox,80,245,24,Hawks,SF,3,3,3,53,64,37,26,20,73,84,95,62,74,0,77,30,43,65,51,44,100,46,37,37,68,0,70,77,78,35,81,42,6'8'',62,66,2374,8.051551231
2009,Cody Zeller,85,230,25,Pacers,C,1,1,4,52,62,24,56,34,86,95,84,5,61,0,69,34,51,90,11,19,75,48,29,82,65,0,5,62,44,40,65,59,7'1'',58,62,2346,8.04
2010,Bison Dele,82,240,23,Kings,PF,2,2,2,67,63,46,1,9,2,100,77,20,11,0,40,15,76,76,27,76,11,43,60,60,86,0,46,81,48,26,76,65,6'10'',64,68,2749,8.03
2010,Zion Williamson,79,290,28,Heat,PF,2,2,10,48,30,66,84,25,86,96,85,29,66,0,20,34,70,66,27,25,33,80,83,79,76,0,75,86,57,37,73,79,6'7'',68,67,3008,8.02
2008,Morris Peterson,79,220,27,Pacers,SF,3,3,4,59,79,38,91,19,52,100,91,36,58,0,80,44,43,47,44,57,73,33,61,76,58,0,42,74,64,48,72,66,6'7'',58,59,2672,8.018080076
2008,Jordan McLaughlin,73,170,32,Raptors,PG,5,5,10,49,38,80,62,24,71,47,91,66,85,0,86,100,66,63,58,34,75,38,43,30,45,0,44,46,78,100,74,39,6'1'',65,64,2687,8.012485478
2011,Jason Williams,74,195,31,Magic,PG,5,5,8,44,32,24,31,36,39,63,90,33,98,0,98,94,55,11,59,79,88,15,45,33,25,0,26,44,62,98,68,37,6'2'',66,65,3047,7.993108469
2012,Sekou Doumbouya,81,227,30,Oaks,SF,3,3,12,48,56,23,35,11,62,78,94,61,31,0,63,15,57,82,72,48,56,27,68,44,60,0,93,79,78,24,83,55,6'9'',64,64,2795,7.966782256
2009,Mitchell Robinson,83,245,28,Hawks,PF,2,2,7,45,44,79,12,64,1,83,77,5,34,0,73,14,59,71,56,36,11,93,78,41,74,0,72,78,41,25,85,60,6'11'',65,65,2666,7.96
2008,Athansios Cathasach,80,270,28,Jazz,SF,3,3,8,46,60,5,37,10,84,21,82,59,21,0,98,71,57,40,51,31,85,66,63,99,72,0,15,29,70,77,76,80,6'8'',59,59,2410,7.951091754
2009,Desmond Mason,80,240,28,Bulls,SF,3,3,5,43,49,83,52,58,58,100,83,50,87,0,78,37,49,34,54,68,62,66,55,91,33,0,80,81,66,42,72,68,6'8'',64,64,2267,7.93
2008,Tony Mitchell,81,240,24,Grizzlies,PF,2,2,3,69,71,93,35,29,97,99,90,5,83,0,42,24,67,98,23,5,15,69,87,95,53,0,20,66,48,32,60,84,6'9'',64,68,2504,7.93
2008,Courtney Alexander,77,205,27,Kings,PG,5,5,4,61,52,62,74,92,96,85,97,41,63,0,96,100,63,36,81,77,66,13,30,26,45,0,66,71,69,100,85,32,6'5'',73,73,2713,7.902550278
2008,Bol Bol,86,235,27,Pacers,C,1,1,8,49,42,25,69,76,0,44,81,69,27,0,66,66,75,89,25,38,34,63,81,76,68,0,27,44,75,71,75,76,7'2'',58,58,2614,7.9
2008,Sekou Doumbouya,81,227,26,Celtics,SF,3,3,8,47,48,23,35,11,62,77,98,51,31,0,55,19,53,78,78,50,60,25,66,58,64,0,100,81,74,27,84,61,6'9'',64,64,2793,7.898092808
2010,George Mikan,85,265,36,Trailblazers,C,1,1,15,36,29,83,7,55,74,90,99,5,53,0,42,19,46,54,35,40,23,43,68,79,90,0,81,87,52,24,61,75,7'1'',64,60,2310,7.887334043
