Year,Name,Height,Weight,Age,Team,DefaultPosition,OriginalPosition,PositionNumber,Experience,Potential,KnownPotential,Greed,Happiness,Loyalty,Winner,InsideScoring,JumpShot,ThreePointShot,Scoring,OutsideScoring,Handling,Passing,Quickness,PostDefense,PerimeterDefense,DriveDefense,Stealing,ShotBlocking,OffenseRebound,DefenseRebound,Strength,Stamina,Jumping,RatingInsideScoring,RatingOutsideScoring,RatingHandling,RatingDefense,RatingRebounding,DisplayHeight,CurrentRating,FutureRating,Minutes,Winshares,WS48
2011,Ron Harper,78,185,32,Knicks,SF,3,3,10,42,49,36,84,13,29,100,91,9,80,0,74,7,86,61,34,53,5,7,41,37,41,0,71,79,50,24,50,41,6'6'',52,52,2225,3.907941905,0.084306162
2010,Malcolm Moore,77,215,35,Suns,SF,3,3,13,30,34,58,66,95,98,73,84,44,75,0,78,57,43,60,55,37,89,42,44,75,72,0,45,64,64,59,78,62,6'5'',56,52,1220,2.14,0.084196721
2009,Drew Gooden,82,250,24,Trailblazers,PF,2,2,3,54,63,21,79,40,86,98,83,5,78,0,33,42,72,64,51,50,13,36,78,84,62,0,40,73,44,46,64,78,6'10'',63,67,2718,4.76,0.08406181
2008,Jontay Porter,83,250,27,Wizards,PF,2,2,8,46,36,36,17,74,36,75,72,67,90,0,37,15,58,51,53,66,14,32,58,88,76,0,58,70,70,22,66,74,6'11'',61,60,1925,3.36,0.083781818
2009,Dale Ellis,79,205,25,SuperSonics,SG,4,4,2,48,61,43,56,64,37,67,80,48,52,0,65,15,77,54,78,24,100,33,60,29,62,0,70,67,64,28,87,47,6'7'',59,63,2750,4.79,0.083607273
2010,Mikal Bridges,79,190,32,Heat,SG,4,4,12,38,43,79,15,10,52,66,85,52,78,0,71,27,42,30,68,77,65,33,40,46,70,0,48,61,68,32,69,47,6'7'',55,55,2017,3.51,0.083529995
2008,Jalek Felton,75,190,27,Rockets,PG,5,5,8,51,40,37,77,68,64,44,82,80,33,0,95,36,90,22,40,31,71,8,13,50,50,0,85,57,81,52,57,39,6'3'',61,60,1517,2.633507766,0.083327866
2012,Gary Leonard,85,255,23,Oaks,C,1,1,1,58,58,77,21,15,79,45,56,14,84,0,39,36,46,66,28,43,32,52,63,87,75,0,52,53,35,37,67,75,7'1'',52,55,1662,2.858591821,0.082558609
2009,Len Bias,81,220,30,Nuggets,SF,3,3,8,45,56,82,61,12,77,96,74,49,38,0,61,32,73,55,37,27,19,60,31,42,65,0,74,83,62,41,61,43,6'9'',59,59,2822,4.85,0.082494685
2008,Roosevelt Chapman,76,220,29,Grizzlies,SG,4,4,6,51,82,81,36,90,39,80,75,36,5,0,78,31,57,37,86,41,84,24,25,34,61,0,45,66,56,39,79,36,6'4'',54,57,1130,1.937044971,0.082281556
2009,Shu Shuvington,80,205,30,Magic,SF,3,3,9,47,44,18,87,38,90,87,94,73,50,0,71,33,79,35,58,64,54,42,31,40,32,0,36,61,84,45,70,38,6'8'',60,60,2459,4.2,0.081984547
2011,Kenny Anderson,74,175,23,Cavaliers,PG,5,5,3,55,76,55,8,27,6,64,66,73,36,0,100,31,76,35,69,29,49,17,20,22,36,0,69,60,70,45,64,26,6'2'',57,61,1904,3.251198628,0.081962991
2009,Ken Nielsen,68,195,26,Warriors,PG,5,5,5,42,26,14,59,98,34,89,83,57,47,0,92,66,77,21,54,40,79,24,33,37,24,0,39,61,70,76,67,36,5'8'',65,64,1541,2.63,0.081920831
2012,Shabazz Muhammad,78,230,28,Bullets,SF,3,3,7,47,49,92,88,22,48,86,83,29,7,0,52,28,27,39,37,52,48,55,73,17,79,0,84,84,56,29,56,46,6'6'',53,53,2438,4.150148824,0.081709247
2012,Plummer Lott,77,210,25,Heat,SG,4,4,3,56,60,49,4,32,22,95,59,56,96,0,54,29,56,22,72,43,84,20,28,37,53,0,26,66,58,36,68,37,6'5'',55,58,1594,2.700195545,0.081310782
2009,Malik Newman,75,178,30,Jazz,PG,5,5,5,53,36,16,75,85,22,67,93,73,5,0,85,67,52,50,91,17,100,14,44,45,32,0,5,41,83,70,72,43,6'3'',67,66,2775,4.7,0.081297297
2010,DeSagana Diop,83,300,19,Mavericks,C,1,1,0,44,50,69,66,80,57,47,85,5,9,0,46,31,43,68,21,38,44,63,62,56,81,0,42,52,45,34,73,61,6'11'',53,56,2027,3.431354192,0.081255551
2008,Mark Price,72,180,29,SuperSonics,PG,5,5,7,46,51,18,55,37,8,44,92,65,5,0,100,53,93,6,71,66,76,20,10,8,61,0,32,44,78,69,81,21,6'0'',67,67,2578,4.3586673,0.081154395
2010,Nerlens Noel,84,220,24,Celtics,C,1,1,5,48,39,64,13,31,47,79,46,5,67,0,52,8,72,79,48,49,71,83,48,98,37,0,5,48,26,21,80,70,7'0'',58,60,2567,4.34,0.081153097
2011,Mikal Bridges,79,190,33,Heat,SG,4,4,13,39,28,79,15,10,52,67,85,49,78,0,72,25,40,29,68,74,63,31,37,46,71,0,45,61,67,30,66,46,6'7'',54,53,2105,3.527778915,0.080443415
2008,Manute Bol,91,210,21,Bucks,C,1,1,1,71,74,49,89,64,40,13,57,94,78,0,30,45,65,60,67,86,13,97,28,51,26,0,48,26,76,46,72,40,7'7'',50,54,2113,3.54,0.080416469
2010,DJ Hogg,80,221,32,Magic,SF,3,3,12,38,32,64,51,14,46,79,92,70,7,0,66,75,69,28,66,73,73,17,39,32,32,0,65,65,81,78,71,36,6'8'',63,62,1418,2.37,0.08022567
2010,Rashard Lewis*,83,220,26,Mavericks,SF,3,3,7,47,58,63,90,57,5,100,94,13,92,0,48,40,60,52,36,43,22,29,69,59,31,0,59,74,54,45,50,58,6'11'',55,55,2513,4.19,0.080031834
2008,Ron Kellogg,77,200,29,Timberwolves,SF,3,3,7,47,56,53,82,83,73,80,94,41,63,0,69,18,59,51,38,66,80,47,52,83,26,0,45,59,68,27,76,62,6'5'',55,55,1396,2.325492263,0.079959619
2009,Shabazz Muhammad,78,230,25,Bullets,SF,3,3,4,52,46,92,88,22,48,91,78,33,7,0,54,26,26,35,38,58,39,51,61,26,88,0,81,87,56,27,53,48,6'6'',54,57,2315,3.85,0.079827214
2009,Dan Langhi,83,230,28,Knicks,SF,3,3,5,50,53,46,43,42,43,45,76,53,24,0,76,33,56,56,31,76,73,35,68,48,58,0,25,42,64,40,80,57,6'11'',53,53,2285,3.8,0.079824945
2010,Mike Muscala,83,240,27,Timberwolves,C,1,1,5,42,49,11,86,21,24,56,54,5,85,0,12,37,63,51,28,41,48,60,96,98,46,0,40,49,30,36,56,88,6'11'',52,52,2095,3.465400876,0.079398206
2011,Shabazz Muhammad,78,230,27,Bullets,SF,3,3,6,52,52,92,88,22,48,85,85,32,7,0,53,28,26,33,39,53,40,50,66,20,82,0,81,83,58,29,51,46,6'6'',53,53,1814,2.984462887,0.078971455
2011,Khalid El-Amin,70,350,28,Kings,PG,5,5,7,48,57,31,98,35,68,86,92,34,19,0,90,61,60,69,25,50,26,10,45,46,55,0,5,56,63,68,39,48,5'10'',55,55,1817,2.984042912,0.078829972
2010,Dale Ellis,79,205,26,SuperSonics,SG,4,4,3,43,58,43,56,64,37,68,79,46,52,0,62,15,76,55,80,27,96,30,60,26,61,0,71,67,62,28,88,46,6'7'',59,59,1904,3.11,0.078403361
2009,Mel Daniels,81,230,22,SuperSonics,C,1,1,0,65,68,45,64,79,76,53,57,5,56,0,71,23,64,95,16,38,26,17,65,56,79,0,88,69,31,33,60,63,6'9'',52,56,1839,3,0.078303426
2009,Steve Stipanovich,85,240,25,Cavaliers,C,1,1,2,61,58,48,69,61,65,100,83,5,72,0,38,25,46,79,25,64,18,23,74,58,91,0,51,84,44,28,70,68,7'1'',63,66,2862,4.66,0.078155136
2008,Etan Thomas,81,260,26,Trailblazers,C,1,1,4,45,54,38,45,2,52,66,63,5,32,0,36,16,27,59,16,10,21,81,42,80,85,0,51,65,34,18,59,65,6'9'',47,47,1655,2.69,0.078018127
2011,Shawn Kemp,83,280,19,Nuggets,PF,2,2,0,86,89,3,10,16,87,85,67,5,24,0,50,26,50,63,32,50,42,48,72,47,82,0,96,88,36,31,69,61,6'11'',61,67,2441,3.966823454,0.078003902
2011,Etan Thomas,81,260,29,Timberwolves,C,1,1,7,38,48,38,45,2,52,59,69,5,32,0,37,11,28,61,16,11,15,86,39,73,92,0,49,63,37,14,61,62,6'9'',47,47,2062,3.338008115,0.07770339
2008,Rich King,86,280,22,Bulls,C,1,1,0,65,64,77,89,50,74,61,66,5,26,0,53,28,36,57,23,51,11,15,74,64,92,0,39,61,36,31,50,70,7'2'',53,57,2226,3.58,0.077196765
2009,Trey Burke,73,185,25,Pistons,PG,5,5,4,48,38,93,96,8,76,70,79,80,56,0,91,73,60,8,48,14,72,5,42,46,40,0,28,51,80,79,41,44,6'1'',61,63,1938,3.1,0.076780186
2008,Ken Nielsen,68,195,25,Wizards,PG,5,5,4,46,37,14,59,98,34,85,81,58,47,0,89,62,74,19,50,39,74,22,32,35,24,0,40,59,70,71,61,34,5'8'',62,64,1896,3.032704143,0.07677732
2011,DeeAndre Hulett,92,400,32,Rockets,C,1,1,7,49,44,72,74,43,2,61,57,54,5,0,67,24,59,83,34,50,66,43,73,48,77,0,44,59,56,32,79,62,7'8'',63,63,2951,4.706358664,0.076552089
2009,Dajuan Wagner,75,210,22,Bulls,PG,5,5,3,56,83,85,33,26,99,83,75,60,35,0,57,56,24,21,100,81,51,11,17,28,81,0,53,74,68,52,62,32,6'3'',61,67,2540,4.04,0.076346457
2008,Dale Davis,83,240,22,Pacers,PF,2,2,0,82,100,23,73,52,100,66,51,5,49,0,68,34,45,62,25,33,9,51,76,75,83,0,66,69,28,38,57,75,6'11'',54,60,1707,2.71,0.076203866
2008,Jesus Shuttlesworth,77,200,34,Knicks,SG,4,4,12,34,28,43,34,53,73,56,81,72,87,0,75,53,76,36,68,59,11,30,34,54,45,0,48,51,76,62,58,47,6'5'',58,54,1196,1.870672516,0.075077158
2009,Dennis Moore,82,237,22,Bullets,PF,2,2,3,57,57,95,32,31,51,54,54,19,21,0,51,49,44,42,38,59,21,79,63,95,80,0,46,57,36,49,71,79,6'10'',53,56,2470,3.86,0.075012146
2011,Doug Roth,83,280,21,Bucks,C,1,1,0,67,48,78,49,80,77,61,58,15,38,0,39,24,47,64,21,47,40,54,85,73,74,0,49,60,36,28,68,76,6'11'',54,57,2108,3.28985137,0.074911227
2010,Jason Collins,83,265,20,Warriors,C,1,1,0,55,52,25,15,90,41,61,62,15,9,0,49,35,45,44,21,39,23,46,72,73,86,0,50,63,38,38,55,73,6'11'',53,56,2312,3.604169283,0.074827044
2008,Kostas Antetokounmpo,82,195,28,Pistons,SF,3,3,8,45,47,71,0,66,22,76,76,9,20,0,72,30,53,47,75,68,29,91,46,67,50,0,54,64,42,37,79,56,6'10'',52,52,2564,3.979155388,0.074492769
2010,Ron Harper,78,185,31,Raptors,SF,3,3,9,46,52,36,84,13,29,99,87,9,80,0,75,5,86,57,35,52,8,9,37,37,40,0,69,78,48,22,49,40,6'6'',50,50,2535,3.93,0.074414201
2008,Tryggvi Hlinason,85,255,29,Grizzlies,C,1,1,9,51,52,96,59,26,39,79,55,5,9,0,69,9,37,100,41,100,67,43,64,85,5,0,84,66,30,15,63,63,7'1'',62,62,2040,3.14,0.073882353
2008,Dennis Moore,82,237,21,Bullets,PF,2,2,2,62,70,95,32,31,51,53,54,18,21,0,51,53,45,42,33,56,15,75,67,98,81,0,44,56,36,53,67,82,6'10'',52,56,1770,2.72,0.073762712
2008,Jeff Hornacek*,76,190,29,Raptors,SG,4,4,7,42,38,1,71,7,32,64,86,39,81,0,73,51,73,34,69,41,72,25,21,21,63,0,72,66,62,60,75,30,6'4'',56,55,1631,2.50002397,0.0735752
2009,Zan Tabak,84,245,22,Pistons,C,1,1,1,65,54,72,87,54,3,80,73,5,84,0,65,33,55,61,30,39,78,56,60,79,77,0,53,71,39,39,70,71,7'0'',61,64,2656,4.07,0.073554217
2008,Dale Ellis,79,205,24,SuperSonics,SG,4,4,1,53,58,43,56,64,37,71,81,49,52,0,64,18,80,52,76,27,100,34,56,32,63,0,68,68,65,31,87,47,6'7'',61,64,2875,4.375042897,0.073044194
2008,De'Anthony Melton,76,190,27,Wizards,PG,5,5,5,45,41,17,44,10,69,70,88,51,60,0,74,83,86,26,91,78,100,14,31,50,54,0,69,66,70,90,97,46,6'4'',74,74,3206,4.862366793,0.072799004
2008,DeeAndre Hulett,92,400,29,Rockets,C,1,1,4,46,62,72,74,43,2,56,59,62,5,0,75,18,69,89,29,54,73,41,75,50,79,0,42,56,60,30,80,64,7'8'',64,65,2628,3.97,0.072511416
2010,Jalek Felton,75,190,29,Trailblazers,PG,5,5,10,47,50,37,77,68,64,39,83,85,33,0,93,37,89,30,36,34,72,9,18,48,48,0,84,54,84,52,60,40,6'3'',61,61,1722,2.6,0.072473868
2009,Khalid El-Amin,70,350,26,Kings,PG,5,5,5,50,39,31,98,35,68,88,86,32,19,0,99,60,60,68,34,50,30,6,47,47,60,0,5,58,59,68,44,50,5'10'',56,55,2248,3.39,0.072384342
2009,Jim Pollard,78,205,33,Spurs,SF,3,3,11,41,42,5,53,59,12,45,92,48,5,0,65,64,77,59,67,42,40,27,61,93,67,0,77,59,70,70,77,77,6'6'',62,62,3210,4.84,0.072373832
2010,Udoka Azubuike,84,280,32,Nuggets,C,1,1,12,39,53,15,13,84,88,95,22,22,22,0,37,6,43,97,18,50,46,55,51,55,88,0,84,90,22,13,82,58,7'0'',60,60,2327,3.5,0.07219596
2008,Jerome Moiso,82,245,25,Globetrotters,C,1,1,3,45,44,25,91,16,32,74,55,5,87,0,26,26,48,67,9,9,69,66,65,84,53,0,35,58,30,28,57,71,6'10'',49,51,2161,3.25,0.072188801
2010,Killian Tillie,82,205,31,Bullets,SF,3,3,12,45,36,72,83,97,73,96,84,64,57,0,79,41,25,54,39,35,56,69,44,60,76,0,5,65,74,42,63,55,6'10'',59,58,2735,4.1,0.071956124
2010,Kostas Antetokounmpo,82,195,30,Raptors,SF,3,3,10,42,56,71,0,66,22,76,72,11,20,0,77,33,52,45,81,69,30,86,44,64,50,0,56,65,42,39,78,54,6'10'',52,52,1717,2.57,0.071846243
2011,Ricardo Strong,80,216,25,Warriors,SF,3,3,7,49,56,85,70,18,27,69,95,73,35,0,46,32,65,14,27,21,61,27,21,32,79,0,75,73,84,39,42,37,6'8'',55,58,1837,2.748263198,0.071810906
2011,Hedo Turkoglu,82,220,28,Kings,SF,3,3,7,49,56,91,79,9,66,83,85,58,5,0,55,51,67,40,46,60,31,9,73,52,66,0,65,74,72,57,60,62,6'10'',61,61,2910,4.345324797,0.071675461
2010,Dennis Moore,82,237,23,Bullets,PF,2,2,4,50,51,95,32,31,51,50,56,18,21,0,52,53,42,46,34,55,18,76,64,95,76,0,47,54,37,52,68,79,6'10'',51,54,2714,4.04,0.071451732
2010,Sedale Threatt,74,175,24,Timberwolves,PG,5,5,3,60,84,62,46,5,28,60,97,65,98,0,72,57,54,23,76,59,60,5,37,24,40,0,47,52,81,60,66,32,6'2'',60,66,1211,1.8,0.071345995
2010,Shabazz Muhammad,78,230,26,Bullets,SF,3,3,5,47,47,92,88,22,48,88,81,35,7,0,51,25,27,33,40,55,43,52,64,23,85,0,80,85,58,27,53,47,6'6'',54,54,2658,3.95,0.071331828
2011,Dino Radja,83,260,22,Pistons,PF,2,2,0,44,28,75,91,23,97,100,61,5,56,0,46,38,50,51,30,42,31,29,55,54,84,0,51,82,33,40,53,59,6'11'',57,59,1884,2.791274053,0.071115262
2010,Eddie Steitz,88,271,26,Jazz,C,1,1,4,50,51,42,7,20,25,70,45,20,89,0,39,25,38,57,54,46,30,64,57,74,73,0,39,61,32,27,69,66,7'4'',54,54,2056,3.030032316,0.070740054
2011,Mark Alarie,79,220,32,Clippers,PF,2,2,10,37,52,9,43,60,99,96,85,12,98,0,46,9,19,73,23,23,16,43,69,83,38,0,51,71,48,11,37,68,6'7'',49,49,1211,1.783862933,0.070706376
2010,Terrell Brandon,72,175,23,Pistons,PG,5,5,2,65,70,58,41,40,55,70,99,57,36,0,72,71,65,8,48,20,30,21,33,41,60,0,88,73,78,75,34,42,6'0'',57,61,2874,4.21,0.070313152
2009,Yommy Sangodeyi,91,385,32,Clippers,C,1,1,7,39,53,53,91,98,1,90,22,5,15,0,71,19,52,69,36,72,23,22,74,66,83,0,5,63,14,28,69,71,7'7'',64,64,2162,3.15,0.069935245
2011,Dennis Moore,82,237,24,Bullets,PF,2,2,5,48,48,95,32,31,51,52,56,19,21,0,50,51,42,48,35,54,19,71,59,91,76,0,45,55,38,51,67,75,6'10'',50,53,2209,3.216064607,0.069882798
2009,Nikoloz Tskitishvili,85,245,22,Jazz,PF,2,2,3,59,52,4,52,78,58,66,78,43,40,0,75,58,42,84,39,57,14,23,36,87,39,0,38,52,60,60,54,60,7'1'',52,55,2199,3.2,0.069849932
2008,Dikembe Mutombo,86,250,25,Wizards,C,1,1,0,67,60,13,12,73,20,46,47,5,77,0,73,36,67,98,8,56,5,78,59,52,78,0,5,40,26,45,83,59,7'2'',56,59,1840,2.67,0.069652174
2012,Randy Holcomb,81,215,28,Heat,SF,3,3,6,51,54,75,53,13,65,56,97,19,24,0,21,23,91,79,48,35,94,80,85,92,23,0,32,42,58,33,80,79,6'9'',57,57,2613,3.784630714,0.069522493
2009,Nerlens Noel,84,220,23,Celtics,C,1,1,4,49,41,64,13,31,47,79,48,5,67,0,49,13,69,78,49,47,69,86,47,100,37,0,5,48,26,24,80,70,7'0'',58,61,2696,3.9,0.069436202
2012,Udoka Azubuike,84,280,34,Magic,C,1,1,14,31,28,15,13,84,88,93,21,22,22,0,35,6,41,98,13,52,44,52,44,53,79,0,80,86,22,12,78,53,7'0'',57,53,1301,1.879861392,0.069356915
2010,Hedo Turkoglu,82,220,27,Cavaliers,SF,3,3,6,44,46,91,79,9,66,79,87,56,5,0,55,52,70,41,49,58,33,9,77,49,63,0,66,72,72,58,62,62,6'10'',61,61,1742,2.5,0.068886338
2011,Jamal Sampson,85,240,24,Nuggets,C,1,1,5,43,46,3,33,28,70,63,67,5,49,0,52,33,57,57,7,37,9,56,71,84,61,0,72,65,36,39,53,75,7'1'',55,58,1457,2.090946509,0.068884991
2010,Joe Fulks,79,225,34,Nuggets,PF,2,2,14,37,30,38,100,89,39,58,69,35,29,0,41,24,39,75,56,60,48,20,92,73,77,0,83,69,52,26,70,79,6'7'',52,48,1263,1.81,0.068788599
2009,Luka Doncic,81,235,28,Warriors,SG,4,4,9,43,28,6,90,3,85,73,81,67,15,0,52,77,34,68,45,42,31,5,53,57,60,0,74,71,74,71,41,55,6'9'',59,58,1146,1.64,0.068691099
2008,Randy Holcomb,81,215,24,Raptors,SF,3,3,2,46,57,75,53,13,65,53,90,27,24,0,15,13,97,79,45,38,89,77,80,76,24,0,36,42,58,25,80,71,6'9'',54,57,1172,1.675511838,0.068621645
2008,Dzanan Musa,81,195,26,Clippers,SF,3,3,4,45,32,23,11,16,94,71,60,87,5,0,76,59,38,78,89,67,40,61,72,69,34,0,43,55,74,60,79,63,6'9'',59,58,1455,2.079608111,0.068605628
2009,Herb Jones,80,215,29,Jazz,SF,3,3,9,50,36,50,58,54,14,58,61,40,27,0,75,43,61,88,54,49,74,84,54,88,70,0,28,51,50,50,95,72,6'8'',58,57,2433,3.47,0.068458693
2008,Romeo Langford,78,210,26,Bulls,SG,4,4,8,48,40,40,56,38,57,46,95,71,14,0,48,64,96,25,52,16,37,16,47,9,84,0,86,66,83,72,44,38,6'6'',59,58,1188,1.689335521,0.068255981
2009,Lucas Nogueria,84,220,25,Nuggets,C,1,1,4,50,60,50,83,58,12,42,65,27,60,0,35,37,51,55,49,28,19,79,76,76,45,0,31,39,46,39,60,70,7'0'',48,50,1958,2.77,0.067906027
2008,Dan Langhi,83,230,27,Knicks,SF,3,3,4,56,61,46,43,42,43,43,76,56,24,0,76,30,56,51,36,77,71,34,69,51,56,0,25,40,66,38,78,58,6'11'',53,54,1164,1.644163051,0.067800538
2009,Mustapha Heron,77,225,29,Warriors,SG,4,4,10,45,50,78,66,23,2,88,89,57,38,0,50,28,65,8,87,12,78,5,60,55,64,0,14,61,73,36,57,59,6'5'',60,60,2357,3.32,0.06761137
2008,Steven Adams,84,250,23,Jazz,C,1,1,3,44,58,35,29,52,79,55,45,5,83,0,24,30,50,100,8,12,5,78,89,99,62,0,10,43,25,31,66,87,7'0'',53,56,2415,3.39,0.067378882
2010,Dan Langhi,83,230,29,Knicks,SF,3,3,6,48,44,46,43,42,43,43,77,58,24,0,80,37,56,56,31,74,70,37,71,47,56,0,26,41,68,45,79,57,6'11'',53,53,2508,3.51,0.067177033
2009,Elijah Thomas,81,250,31,Heat,C,1,1,9,47,45,19,97,90,40,62,50,5,24,0,53,26,38,87,62,71,29,45,81,69,57,0,76,65,28,30,77,70,6'9'',52,52,2229,3.11,0.066971736
2010,Rich King,86,280,24,Cavaliers,C,1,1,2,53,54,77,89,50,74,62,67,5,26,0,52,29,35,64,25,44,8,11,77,73,95,0,35,61,36,32,49,76,7'2'',54,57,1369,1.9,0.066617969
2011,RJ Barrett,80,215,30,Jazz,SF,3,3,11,49,44,88,13,76,84,75,87,36,55,0,53,31,90,35,76,89,83,8,59,71,32,0,97,73,62,44,73,62,6'8'',63,63,2416,3.342884926,0.066414932
2008,Elijah Thomas,81,250,30,Magic,C,1,1,8,46,39,19,97,90,40,65,50,5,24,0,52,23,40,92,60,68,28,45,81,69,56,0,82,68,28,28,76,70,6'9'',53,52,1349,1.86,0.066182357
2010,Stromile Allman,85,256,20,Spurs,C,1,1,2,66,58,92,19,34,9,70,77,5,63,0,55,38,43,93,35,48,29,59,62,61,88,0,45,66,41,41,83,64,7'1'',60,63,1958,2.695672187,0.066083894
2011,Ennis Whatley,75,175,24,Cavaliers,PG,5,5,4,50,62,46,2,15,3,39,66,55,89,0,84,73,62,23,87,49,86,7,24,48,47,0,66,49,60,78,79,40,6'3'',60,64,2000,2.744397696,0.065865545
2010,Solomon Hill,79,225,27,Knicks,SF,3,3,5,49,54,81,57,6,44,67,67,74,34,0,69,58,43,50,66,79,54,9,45,81,56,0,40,57,70,59,72,63,6'7'',56,56,2644,3.62,0.065718608
2010,Devon Huh,84,284,24,Mavericks,C,1,1,1,40,48,43,10,71,2,48,45,31,28,0,31,29,51,43,30,34,39,84,46,64,84,0,44,54,38,32,70,60,7'0'',51,54,1883,2.564161314,0.065363645
2010,Shu Shuvington,80,205,31,Magic,SF,3,3,10,40,43,18,87,38,90,89,90,68,50,0,70,31,74,37,54,66,54,37,28,41,31,0,35,61,79,42,69,37,6'8'',59,59,1329,1.8,0.065011287
2011,Glen Rice,80,235,22,Trailblazers,SF,3,3,0,67,55,33,23,33,10,93,73,45,44,0,47,41,52,38,29,35,51,26,26,50,62,0,44,72,59,44,51,43,6'8'',51,54,2198,2.962286463,0.064690514
2010,Etan Thomas,81,260,28,Magic,C,1,1,6,42,45,38,45,2,52,60,67,5,32,0,41,14,27,60,18,11,19,84,37,73,89,0,48,62,36,16,60,60,6'9'',46,46,2451,3.26,0.063843329
2008,Nerlens Noel,84,220,22,Celtics,C,1,1,3,50,52,64,13,31,47,79,46,5,67,0,52,16,68,75,45,47,68,86,46,99,37,0,5,48,26,27,78,70,7'0'',58,61,2396,3.15,0.063105175
2008,Tyler Davis,82,265,30,Rockets,C,1,1,10,43,64,91,28,61,40,58,74,37,10,0,70,20,30,45,28,22,7,74,64,61,62,0,63,60,56,23,48,61,6'10'',45,46,2052,2.69,0.062923977
2009,DeeAndre Hulett,92,400,30,Rockets,C,1,1,5,48,64,72,74,43,2,58,59,60,5,0,75,20,66,89,33,55,72,46,72,51,81,0,42,58,60,31,83,64,7'8'',65,66,2522,3.3,0.062807296
2010,Eddie Griffin,81,225,20,Lakers,PF,2,2,0,67,57,22,40,1,4,57,61,5,93,0,29,21,71,58,30,42,56,45,78,72,52,0,51,54,33,29,59,71,6'9'',51,54,1147,1.5,0.06277245
2011,Manute Bol,91,215,24,Globetrotters,C,1,1,4,52,50,49,89,64,40,11,62,96,78,0,34,48,71,51,70,93,8,94,41,70,27,0,48,25,79,50,68,53,7'7'',52,55,2418,3.111546529,0.061767673
2011,Mel Daniels,81,230,24,SuperSonics,C,1,1,2,55,72,45,64,79,76,54,56,5,56,0,68,24,68,100,18,42,31,29,68,57,81,0,85,69,30,34,67,65,6'9'',54,58,2854,3.649530264,0.061379626
2011,Mike Miller,80,218,27,Globetrotters,SG,4,4,7,45,35,100,10,64,73,74,83,53,99,0,57,54,35,31,78,68,64,5,40,59,58,0,51,64,68,53,63,51,6'8'',58,57,2348,2.995971211,0.06124643
2008,Kevin Willis,84,220,28,Warriors,C,1,1,6,48,48,79,44,92,92,47,42,5,28,0,75,39,52,73,27,61,8,38,91,76,65,0,31,46,24,45,64,78,7'0'',51,51,2208,2.81,0.061086957
2009,Jackie Moon,77,230,37,Globetrotters,SF,3,3,17,30,32,87,93,95,79,61,96,48,67,0,51,34,31,54,38,68,24,24,54,79,53,0,53,57,72,34,54,64,6'5'',51,42,1999,2.54,0.060990495
2011,Quade Green,72,180,31,Pistons,PG,5,5,12,39,56,95,87,63,5,55,97,61,90,0,71,60,72,9,62,40,32,5,10,35,66,0,84,66,79,66,46,33,6'0'',57,57,1124,1.426641773,0.060924204
2009,Tryggvi Hlinason,85,255,30,Grizzlies,C,1,1,10,44,40,96,59,26,39,79,58,5,9,0,67,8,36,100,46,100,69,51,60,89,5,0,82,65,32,14,66,64,7'1'',63,62,1947,2.47,0.060893683
2009,Rich King,86,280,23,Bulls,C,1,1,1,59,62,77,89,50,74,62,68,5,26,0,52,32,36,61,28,48,10,16,77,68,95,0,37,61,36,34,51,74,7'2'',55,59,1908,2.42,0.060880503
2010,Manute Bol,91,210,23,Bucks,C,1,1,3,58,61,49,89,64,40,10,59,93,78,0,33,50,69,53,73,91,8,95,40,58,27,0,48,25,76,51,68,48,7'7'',51,55,2417,3.06321502,0.060833397
2011,Nerlens Noel,84,220,25,Celtics,C,1,1,6,48,44,64,13,31,47,75,47,5,67,0,51,7,75,79,44,46,66,83,45,94,36,0,5,46,26,21,79,67,7'0'',57,60,2433,3.08155519,0.06079517
2011,Speedy Claxton,71,165,29,Pacers,PG,5,5,7,44,50,3,90,69,19,39,70,16,11,0,82,77,74,58,66,58,5,5,50,46,76,0,5,36,43,84,56,53,5'11'',51,51,1275,1.613422351,0.060740606
2009,Luis Scola,81,240,25,Pistons,PF,2,2,3,37,40,54,17,3,61,62,61,5,26,0,76,48,38,64,34,48,11,23,56,72,94,0,25,57,33,50,53,68,6'9'',48,49,1696,2.14,0.060566038
2010,Dajuan Wagner,75,210,23,Spurs,PG,5,5,4,49,52,85,33,26,99,78,78,57,35,0,53,53,24,17,100,87,61,14,21,27,83,0,50,71,68,50,64,33,6'3'',60,63,1340,1.69,0.060537313
2011,Elvin Hayes,81,250,24,Jazz,PF,2,2,2,49,78,24,57,99,47,64,54,5,53,0,46,31,35,74,21,38,14,50,83,92,71,0,68,67,30,32,59,83,6'9'',53,57,2368,2.96388524,0.060078755
2011,Shu Shuvington,80,205,32,Bucks,SF,3,3,11,37,31,18,87,38,90,86,88,67,50,0,72,33,71,35,50,63,54,38,26,42,29,0,34,59,78,43,65,36,6'8'',57,56,1640,2.050988517,0.060028932
2010,O'Shae Brissett,80,215,30,Raptors,SF,3,3,10,40,36,94,33,90,11,45,87,63,56,0,62,46,51,56,50,37,59,29,91,97,16,0,27,34,75,48,59,80,6'8'',54,53,1704,2.12,0.05971831
